,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumPurchases,WebRatio
720,2,8,5,4,13,0.3076923076923077
721,1,4,1,7,10,0.2
722,1,1,0,2,9,0.7777777777777778
723,2,7,5,6,15,0.2666666666666666
724,4,6,9,11,25,0.2
725,2,3,0,3,11,0.7272727272727273
726,3,2,1,3,9,0.5555555555555556
727,2,3,0,4,10,0.6
728,1,6,9,5,17,0.1764705882352941
729,1,4,4,11,16,0.0625
730,3,2,0,4,9,0.5555555555555556
731,1,3,8,12,21,0.0476190476190476
732,1,1,0,2,9,0.7777777777777778
733,1,10,10,7,23,0.2608695652173913
734,1,6,10,5,17,0.1176470588235294
735,2,3,2,10,15,0.2
736,1,6,4,13,21,0.1904761904761904
737,1,8,5,11,24,0.3333333333333333
738,1,8,6,6,15,0.2
739,1,7,3,13,20,0.2
740,5,7,6,5,17,0.3529411764705882
741,5,3,4,8,20,0.4
742,2,2,1,3,8,0.5
743,1,3,2,2,9,0.5555555555555556
744,2,3,0,3,10,0.7
745,2,8,1,8,15,0.4
746,1,6,4,10,17,0.1764705882352941
747,1,2,1,2,10,0.7
748,1,2,11,5,17,0.0588235294117647
749,3,3,2,4,12,0.5
750,1,3,6,7,15,0.1333333333333333
751,1,11,5,12,23,0.2608695652173913
752,1,2,1,4,9,0.4444444444444444
753,4,6,1,7,14,0.4285714285714285
754,2,5,2,12,16,0.125
755,1,8,5,6,14,0.2142857142857142
756,8,7,3,7,18,0.4444444444444444
757,3,2,0,4,11,0.6363636363636364
758,0,0,0,1,21,0.9523809523809524
759,1,1,0,2,9,0.7777777777777778
760,2,2,1,3,10,0.6
761,1,2,11,4,16,0.0625
762,2,1,0,3,6,0.5
763,2,6,9,5,16,0.125
764,1,4,4,10,15,0.0666666666666666
765,2,1,0,3,7,0.5714285714285714
766,1,1,1,2,10,0.7
767,1,1,0,2,9,0.7777777777777778
768,1,1,0,3,11,0.7272727272727273
769,2,2,0,3,10,0.7
770,5,3,0,4,11,0.6363636363636364
771,6,6,8,4,19,0.3684210526315789
772,6,7,1,8,16,0.4375
773,4,7,1,5,15,0.6
774,1,3,6,4,12,0.1666666666666666
775,1,5,4,7,13,0.1538461538461538
776,1,2,0,3,10,0.7
777,4,3,3,5,12,0.3333333333333333
778,2,1,1,5,9,0.3333333333333333
779,1,4,1,7,15,0.4666666666666667
780,3,10,3,7,16,0.375
781,3,11,4,8,20,0.4
782,1,6,5,12,20,0.15
783,3,4,0,3,11,0.7272727272727273
784,4,4,4,9,17,0.2352941176470588
785,1,1,0,3,8,0.625
786,3,2,1,4,11,0.5454545454545454
787,1,6,8,13,23,0.0869565217391304
788,3,2,8,12,28,0.2857142857142857
789,6,7,1,7,15,0.4666666666666667
790,1,1,1,3,6,0.3333333333333333
791,4,3,4,6,13,0.2307692307692307
792,7,3,2,8,18,0.4444444444444444
793,2,5,9,6,17,0.1176470588235294
794,1,1,1,2,9,0.6666666666666666
795,2,2,0,3,11,0.7272727272727273
796,1,5,4,6,12,0.1666666666666666
797,6,5,7,9,20,0.2
798,0,5,5,12,18,0.0555555555555555
799,2,5,4,7,14,0.2142857142857142
800,1,1,0,2,8,0.75
801,3,10,2,4,15,0.6
802,1,9,2,9,16,0.3125
803,2,2,0,3,11,0.7272727272727273
804,1,5,4,8,15,0.2
805,2,2,0,3,10,0.7
806,1,7,3,7,15,0.3333333333333333
807,1,3,2,2,12,0.6666666666666666
808,1,5,10,4,20,0.3
809,1,10,2,11,21,0.3809523809523809
810,3,3,4,7,16,0.3125
811,2,1,0,3,11,0.7272727272727273
812,1,8,9,4,17,0.2352941176470588
813,1,1,0,3,9,0.6666666666666666
814,1,2,0,3,8,0.625
815,1,6,4,7,17,0.3529411764705882
816,3,7,3,7,15,0.3333333333333333
817,2,2,0,3,10,0.7
818,2,1,0,3,11,0.7272727272727273
819,5,6,5,12,20,0.15
820,2,6,1,5,13,0.5384615384615384
821,1,7,7,12,22,0.1363636363636363
822,1,1,0,3,9,0.6666666666666666
823,2,7,6,5,16,0.3125
824,3,2,1,3,9,0.5555555555555556
825,3,3,2,6,13,0.3846153846153846
826,4,3,0,4,10,0.6
827,4,4,0,3,12,0.75
828,1,3,6,7,14,0.0714285714285714
829,1,5,6,7,15,0.1333333333333333
830,2,3,6,8,17,0.1764705882352941
831,3,7,5,8,18,0.2777777777777778
832,2,3,1,5,11,0.4545454545454545
833,4,3,1,3,9,0.5555555555555556
834,2,5,3,3,12,0.5
835,3,6,2,9,15,0.2666666666666666
836,1,7,7,10,20,0.15
837,2,1,1,2,8,0.625
838,3,7,1,7,16,0.5
839,7,10,2,12,21,0.3333333333333333
840,1,1,0,3,10,0.7
841,3,6,2,11,18,0.2777777777777778
842,2,1,0,3,11,0.7272727272727273
843,1,6,9,10,21,0.0952380952380952
844,2,2,0,3,11,0.7272727272727273
845,6,6,1,4,13,0.6153846153846154
846,1,0,0,3,9,0.6666666666666666
847,6,4,1,6,14,0.5
848,2,6,1,4,12,0.5833333333333334
849,3,4,2,8,14,0.2857142857142857
850,3,5,1,8,14,0.3571428571428571
851,1,1,0,2,9,0.7777777777777778
852,3,2,3,8,14,0.2142857142857142
853,2,2,0,3,10,0.7
854,1,5,7,4,14,0.2142857142857142
855,2,5,5,4,12,0.25
856,3,4,0,3,10,0.7
857,4,3,1,4,12,0.5833333333333334
858,1,5,7,10,20,0.15
859,1,4,8,5,15,0.1333333333333333
860,7,6,6,4,16,0.375
861,2,3,0,4,12,0.6666666666666666
862,1,6,9,12,22,0.0454545454545454
863,4,3,1,3,13,0.6923076923076923
864,3,3,1,2,11,0.7272727272727273
865,2,2,0,3,11,0.7272727272727273
866,1,0,0,3,8,0.625
867,2,2,0,3,9,0.6666666666666666
868,1,5,6,10,18,0.1111111111111111
869,1,3,2,13,16,0.0625
870,4,6,1,4,14,0.6428571428571429
871,2,2,0,3,10,0.7
872,8,9,2,5,15,0.5333333333333333
873,2,2,6,10,21,0.238095238095238
874,2,2,0,3,12,0.75
875,6,5,2,5,12,0.4166666666666667
876,1,3,10,11,22,0.0454545454545454
877,1,1,0,2,9,0.7777777777777778
878,2,7,10,5,21,0.2857142857142857
879,2,8,10,5,21,0.2857142857142857
880,1,6,9,4,18,0.2777777777777778
881,2,10,6,7,17,0.2352941176470588
882,3,4,2,8,16,0.375
883,4,4,0,3,11,0.7272727272727273
884,1,4,3,10,15,0.1333333333333333
885,2,4,1,4,11,0.5454545454545454
886,1,4,5,6,13,0.1538461538461538
887,1,3,3,6,12,0.25
888,5,4,1,6,12,0.4166666666666667
889,1,3,4,10,14,0.0
890,0,7,4,7,13,0.1538461538461538
891,1,1,0,2,9,0.7777777777777778
892,1,2,0,3,8,0.625
893,1,2,1,6,11,0.3636363636363636
894,1,3,10,8,19,0.0526315789473684
895,1,3,10,5,17,0.1176470588235294
896,6,10,5,10,23,0.3478260869565217
897,2,3,1,4,12,0.5833333333333334
898,1,7,3,7,13,0.2307692307692307
899,1,3,4,6,11,0.0909090909090909
900,1,3,4,7,13,0.1538461538461538
901,1,7,6,6,15,0.2
902,2,3,2,7,12,0.25
903,1,6,9,9,21,0.1428571428571428
904,1,1,0,3,10,0.7
905,1,2,10,6,17,0.0588235294117647
906,1,2,0,4,10,0.6
907,3,1,1,4,9,0.4444444444444444
908,1,11,4,10,19,0.2631578947368421
909,3,6,1,6,15,0.5333333333333333
910,1,4,5,9,16,0.125
911,1,4,4,10,16,0.125
912,1,5,4,6,12,0.1666666666666666
913,1,6,9,5,17,0.1764705882352941
914,1,6,4,9,15,0.1333333333333333
915,1,1,1,4,8,0.375
916,2,11,2,10,19,0.3684210526315789
917,1,1,0,3,11,0.7272727272727273
918,1,2,11,5,17,0.0588235294117647
919,2,3,0,3,11,0.7272727272727273
920,1,9,3,4,11,0.3636363636363636
921,3,11,5,11,24,0.3333333333333333
922,3,7,5,11,21,0.238095238095238
923,2,8,4,9,19,0.3157894736842105
924,8,6,3,5,14,0.4285714285714285
925,2,7,4,7,16,0.3125
926,1,3,2,6,9,0.1111111111111111
927,0,5,8,5,15,0.1333333333333333
928,3,2,1,3,11,0.6363636363636364
929,1,4,4,10,22,0.3636363636363636
930,3,4,4,9,16,0.1875
931,2,4,2,5,10,0.3
932,1,2,0,3,7,0.5714285714285714
933,2,3,2,9,19,0.4210526315789473
934,1,2,0,3,7,0.5714285714285714
935,3,2,1,3,9,0.5555555555555556
936,4,3,1,4,11,0.5454545454545454
937,1,3,1,2,11,0.7272727272727273
938,1,1,1,2,9,0.6666666666666666
939,5,3,0,4,12,0.6666666666666666
940,3,5,2,6,13,0.3846153846153846
941,4,5,5,8,18,0.2777777777777778
942,2,2,0,4,9,0.5555555555555556
943,4,5,2,5,13,0.4615384615384615
944,2,4,7,13,22,0.0909090909090909
945,3,6,3,8,16,0.3125
946,2,2,0,3,9,0.6666666666666666
947,5,2,1,5,12,0.5
948,7,3,1,6,12,0.4166666666666667
949,3,5,2,11,17,0.2352941176470588
950,1,6,7,9,18,0.1111111111111111
951,3,3,0,4,11,0.6363636363636364
952,1,1,0,2,10,0.8
953,6,10,2,6,17,0.5294117647058824
954,1,3,4,10,15,0.0666666666666666
955,4,3,0,4,11,0.6363636363636364
956,3,3,0,4,12,0.6666666666666666
957,3,7,1,7,13,0.3846153846153846
958,1,4,6,13,21,0.0952380952380952
959,1,2,8,13,21,0.0
960,1,2,4,12,17,0.0588235294117647
961,7,6,3,5,15,0.4666666666666667
962,3,2,0,4,8,0.5
963,5,10,6,7,20,0.35
964,1,0,1,2,7,0.5714285714285714
965,0,0,0,0,14,1.0
966,1,2,0,3,10,0.7
967,3,11,6,9,21,0.2857142857142857
968,1,5,11,6,20,0.15
969,2,4,2,8,14,0.2857142857142857
970,1,5,6,7,15,0.1333333333333333
971,1,9,7,9,21,0.238095238095238
972,1,4,9,13,24,0.0833333333333333
973,2,2,0,3,8,0.625
974,1,2,4,10,15,0.0666666666666666
975,1,0,0,3,10,0.7
976,5,10,1,6,16,0.5625
977,4,5,3,12,19,0.2105263157894736
978,2,1,1,4,8,0.375
979,1,1,0,2,8,0.75
980,1,8,4,10,20,0.3
981,3,2,1,3,9,0.5555555555555556
982,3,8,8,6,20,0.3
983,4,3,1,8,13,0.3076923076923077
984,1,6,4,9,20,0.35
985,1,4,3,4,8,0.125
986,5,8,5,4,17,0.4705882352941176
987,2,2,0,3,11,0.7272727272727273
988,5,5,2,4,14,0.5714285714285714
989,6,3,8,4,16,0.25
990,2,6,5,10,18,0.1666666666666666
991,1,4,4,11,16,0.0625
992,4,3,1,2,11,0.7272727272727273
993,1,1,0,2,8,0.75
994,1,10,2,8,15,0.3333333333333333
995,1,1,1,5,8,0.25
996,7,6,1,4,14,0.6428571428571429
997,1,3,0,3,11,0.7272727272727273
998,3,2,0,4,9,0.5555555555555556
999,1,4,2,8,13,0.2307692307692307
1000,1,6,6,7,16,0.1875
1001,1,2,1,7,10,0.2
1002,1,1,0,3,11,0.7272727272727273
1003,1,2,1,4,12,0.5833333333333334
1004,3,3,1,3,11,0.6363636363636364
1005,1,2,0,3,11,0.7272727272727273
1006,7,11,3,4,14,0.5
1007,1,1,1,3,9,0.5555555555555556
1008,2,2,1,2,11,0.7272727272727273
1009,3,5,4,9,17,0.2352941176470588
1010,1,2,2,2,11,0.6363636363636364
1011,2,2,1,2,12,0.75
1012,1,1,0,3,7,0.5714285714285714
1013,5,10,7,10,23,0.2608695652173913
1014,1,8,8,5,16,0.1875
1015,1,8,6,5,14,0.2142857142857142
1016,1,4,4,7,13,0.1538461538461538
1017,1,1,0,3,11,0.7272727272727273
1018,1,5,6,7,15,0.1333333333333333
1019,2,5,1,5,14,0.5714285714285714
1020,4,3,0,4,8,0.5
1021,3,2,0,4,11,0.6363636363636364
1022,1,1,2,2,10,0.6
1023,4,6,3,8,16,0.3125
1024,2,5,5,6,14,0.2142857142857142
1025,3,2,0,3,11,0.7272727272727273
1026,15,0,1,0,20,0.95
1027,1,4,5,4,11,0.1818181818181818
1028,1,1,1,2,9,0.6666666666666666
1029,3,2,1,4,12,0.5833333333333334
1030,1,2,0,4,8,0.5
1031,1,7,7,12,22,0.1363636363636363
1032,6,6,1,5,14,0.5714285714285714
1033,6,6,2,11,18,0.2777777777777778
1034,1,6,6,7,16,0.1875
1035,1,1,0,2,10,0.8
1036,1,7,8,9,22,0.2272727272727272
1037,2,1,2,2,10,0.6
1038,1,1,0,3,10,0.7
1039,1,3,5,12,19,0.1052631578947368
1040,4,6,1,4,13,0.6153846153846154
1041,1,5,1,5,13,0.5384615384615384
1042,1,6,7,8,18,0.1666666666666666
1043,1,2,8,6,15,0.0666666666666666
1044,11,3,4,10,22,0.3636363636363636
1045,2,7,6,11,22,0.2272727272727272
1046,2,5,2,11,18,0.2777777777777778
1047,2,1,1,2,8,0.625
1048,1,4,4,8,14,0.1428571428571428
1049,3,1,1,3,11,0.6363636363636364
1050,1,4,10,8,19,0.0526315789473684
1051,8,8,9,8,23,0.2608695652173913
1052,1,1,0,2,10,0.8
1053,1,3,7,13,22,0.0909090909090909
1054,2,3,0,3,11,0.7272727272727273
1055,6,5,6,8,17,0.1764705882352941
1056,3,9,2,9,17,0.3529411764705882
1057,2,2,0,3,8,0.625
1058,1,6,1,6,13,0.4615384615384615
1059,1,4,7,9,17,0.0588235294117647
1060,1,6,7,11,20,0.1
1061,2,1,0,3,10,0.7
1062,2,4,1,8,14,0.3571428571428571
1063,1,1,0,2,9,0.7777777777777778
1064,1,4,3,5,10,0.2
1065,6,7,2,4,15,0.6
1066,1,5,6,4,13,0.2307692307692307
1067,1,0,0,3,7,0.5714285714285714
1068,1,5,8,6,17,0.1764705882352941
1069,4,11,6,5,19,0.4210526315789473
1070,2,1,0,3,7,0.5714285714285714
1071,0,9,9,4,18,0.2777777777777778
1072,1,1,0,2,8,0.75
1073,1,4,7,5,14,0.1428571428571428
1074,1,6,6,7,15,0.1333333333333333
1075,2,2,1,4,10,0.5
1076,1,4,5,7,14,0.1428571428571428
1077,3,3,0,3,11,0.7272727272727273
1078,3,2,1,4,8,0.375
1079,1,4,2,8,14,0.2857142857142857
1080,1,4,3,5,9,0.1111111111111111
1081,1,3,3,8,12,0.0833333333333333
1082,1,1,0,2,9,0.7777777777777778
1083,2,5,8,10,23,0.217391304347826
1084,0,4,7,6,14,0.0714285714285714
1085,2,4,1,7,13,0.3846153846153846
1086,6,7,2,5,15,0.5333333333333333
1087,2,4,1,6,12,0.4166666666666667
1088,1,2,0,3,11,0.7272727272727273
1089,1,4,5,11,18,0.1111111111111111
1090,1,2,0,3,8,0.625
1091,2,2,0,4,9,0.5555555555555556
1092,2,6,2,9,16,0.3125
1093,7,4,1,7,12,0.3333333333333333
1094,1,2,2,11,14,0.0714285714285714
1095,1,8,2,5,12,0.4166666666666667
1096,1,1,0,2,7,0.7142857142857143
1097,0,4,6,9,16,0.0625
1098,3,3,0,3,11,0.7272727272727273
1099,3,3,3,5,14,0.4285714285714285
1100,1,1,1,2,11,0.7272727272727273
1101,1,3,5,3,14,0.4285714285714285
1102,1,2,1,2,11,0.7272727272727273
1103,5,11,1,6,16,0.5625
1104,2,6,5,9,17,0.1764705882352941
1105,2,2,1,4,12,0.5833333333333334
1106,5,4,2,5,14,0.5
1107,1,2,1,4,8,0.375
1108,2,6,1,5,13,0.5384615384615384
1109,7,6,2,5,15,0.5333333333333333
1110,4,5,3,6,17,0.4705882352941176
1111,2,1,1,3,7,0.4285714285714285
1112,1,0,0,3,7,0.5714285714285714
1113,1,7,6,11,21,0.1904761904761904
1114,4,2,2,9,18,0.3888888888888889
1115,1,1,0,2,9,0.7777777777777778
1116,1,1,0,3,8,0.625
1117,2,6,7,9,19,0.1578947368421052
1118,1,7,5,8,17,0.2352941176470588
1119,2,5,1,6,13,0.4615384615384615
1120,3,3,0,3,12,0.75
1121,1,4,6,9,16,0.0625
1122,2,3,0,3,8,0.625
1123,2,6,2,4,13,0.5384615384615384
1124,4,6,2,10,16,0.25
1125,1,2,0,4,9,0.5555555555555556
1126,2,2,1,2,9,0.6666666666666666
1127,2,2,0,4,11,0.6363636363636364
1128,1,6,5,13,21,0.1428571428571428
1129,4,2,1,4,9,0.4444444444444444
1130,2,3,1,3,10,0.6
1131,12,9,2,8,18,0.4444444444444444
1132,2,9,1,4,13,0.6153846153846154
1133,1,1,0,2,11,0.8181818181818182
1134,2,9,3,13,22,0.2727272727272727
1135,3,10,4,7,17,0.3529411764705882
1136,1,1,0,2,10,0.8
1137,1,5,9,11,22,0.0909090909090909
1138,2,1,3,6,10,0.1
1139,4,2,1,3,11,0.6363636363636364
1140,10,5,2,9,18,0.3888888888888889
1141,1,7,3,4,11,0.3636363636363636
1142,1,3,2,5,8,0.125
1143,2,7,6,10,21,0.238095238095238
1144,1,4,1,6,12,0.4166666666666667
1145,12,9,2,8,18,0.4444444444444444
1146,1,8,1,7,15,0.4666666666666667
1147,1,6,4,10,16,0.125
1148,2,4,1,5,13,0.5384615384615384
1149,4,4,2,12,18,0.2222222222222222
1150,1,1,1,3,7,0.4285714285714285
1151,3,2,0,4,12,0.6666666666666666
1152,1,4,4,8,14,0.1428571428571428
1153,1,3,4,8,13,0.0769230769230769
1154,1,1,0,2,7,0.7142857142857143
1155,1,1,0,3,11,0.7272727272727273
1156,1,8,2,5,12,0.4166666666666667
1157,3,8,2,4,13,0.5384615384615384
1158,2,2,0,3,11,0.7272727272727273
1159,3,2,2,6,13,0.3846153846153846
1160,1,1,0,2,10,0.8
1161,2,3,2,10,15,0.2
1162,3,2,0,4,9,0.5555555555555556
1163,1,3,4,10,15,0.0666666666666666
1164,3,8,2,6,15,0.4666666666666667
1165,1,4,1,5,12,0.5
1166,3,9,5,4,16,0.4375
1167,5,2,2,3,10,0.5
1168,1,1,0,2,9,0.7777777777777778
1169,1,1,0,3,8,0.625
1170,2,1,0,4,8,0.5
1171,1,6,6,13,23,0.1739130434782608
1172,2,3,1,4,13,0.6153846153846154
1173,1,1,0,3,8,0.625
1174,1,5,6,4,13,0.2307692307692307
1175,4,7,4,10,18,0.2222222222222222
1176,1,1,2,2,8,0.5
1177,1,4,0,4,9,0.5555555555555556
1178,3,2,1,4,11,0.5454545454545454
1179,1,9,3,9,18,0.3333333333333333
1180,1,2,1,4,9,0.4444444444444444
1181,2,5,2,10,20,0.4
1182,1,3,5,5,11,0.0909090909090909
1183,3,6,6,12,23,0.217391304347826
1184,4,2,1,5,10,0.4
1185,3,9,2,8,17,0.4117647058823529
1186,2,3,2,4,10,0.4
1187,2,1,1,2,10,0.7
1188,1,3,4,9,14,0.0714285714285714
1189,3,10,4,5,17,0.4705882352941176
1190,1,6,9,10,21,0.0952380952380952
1191,1,2,0,3,10,0.7
1192,1,1,1,2,8,0.625
1193,2,3,0,4,11,0.6363636363636364
1194,2,5,1,7,15,0.4666666666666667
1195,2,2,4,10,15,0.0666666666666666
1196,2,7,11,11,26,0.1538461538461538
1197,1,5,9,6,18,0.1666666666666666
1198,5,4,1,5,12,0.5
1199,4,2,1,4,11,0.5454545454545454
1200,1,4,2,10,15,0.2
1201,5,3,1,4,14,0.6428571428571429
1202,1,4,9,10,21,0.0952380952380952
1203,2,2,2,2,11,0.6363636363636364
1204,3,3,1,3,12,0.6666666666666666
1205,1,1,0,2,10,0.8
1206,1,5,7,9,20,0.2
1207,2,2,1,2,11,0.7272727272727273
1208,4,2,1,4,10,0.5
1209,2,5,4,9,16,0.1875
1210,1,11,2,8,16,0.375
1211,2,2,1,2,8,0.625
1212,5,4,1,8,13,0.3076923076923077
1213,3,3,0,3,10,0.7
1214,5,5,0,4,12,0.6666666666666666
1215,1,1,0,3,8,0.625
1216,3,3,0,4,8,0.5
1217,2,2,0,3,11,0.7272727272727273
1218,1,1,0,3,9,0.6666666666666666
1219,4,8,2,11,19,0.3157894736842105
1220,1,2,1,4,8,0.375
1221,1,5,6,12,20,0.1
1222,1,1,0,3,11,0.7272727272727273
1223,4,2,1,5,12,0.5
1224,1,1,0,3,10,0.7
1225,2,2,0,3,7,0.5714285714285714
1226,1,5,10,7,18,0.0555555555555555
1227,1,1,3,5,9,0.1111111111111111
1228,4,6,2,4,14,0.5714285714285714
1229,15,0,0,0,20,1.0
1230,4,3,2,2,13,0.6923076923076923
1231,1,0,1,2,8,0.625
1232,1,1,0,2,10,0.8
1233,3,8,3,13,22,0.2727272727272727
1234,1,4,2,6,11,0.2727272727272727
1235,4,6,5,13,22,0.1818181818181818
1236,2,11,10,11,27,0.2222222222222222
1237,2,7,3,5,12,0.3333333333333333
1238,2,8,9,4,19,0.3157894736842105
1239,4,7,2,5,14,0.5
1240,2,7,4,3,13,0.4615384615384615
1241,2,4,2,11,15,0.1333333333333333
1242,1,1,0,2,8,0.75
1243,1,4,7,11,20,0.1
1244,2,1,1,2,8,0.625
1245,1,6,2,8,12,0.1666666666666666
1246,1,7,8,11,22,0.1363636363636363
1247,3,2,0,3,11,0.7272727272727273
1248,2,2,1,2,10,0.7
1249,0,4,7,6,14,0.0714285714285714
1250,10,9,4,6,18,0.4444444444444444
1251,3,2,1,3,11,0.6363636363636364
1252,1,4,1,4,11,0.5454545454545454
1253,1,6,6,6,14,0.1428571428571428
1254,2,7,3,4,11,0.3636363636363636
1255,3,5,3,13,19,0.1578947368421052
1256,4,5,1,4,13,0.6153846153846154
1257,8,9,1,7,16,0.5
1258,3,2,1,3,12,0.6666666666666666
1259,4,3,4,11,23,0.3478260869565217
1260,1,1,0,2,8,0.75
1261,2,3,0,3,10,0.7
1262,0,6,7,9,19,0.1578947368421052
1263,5,5,1,7,13,0.3846153846153846
1264,1,4,6,8,16,0.125
1265,2,9,7,10,24,0.2916666666666667
1266,2,1,0,3,12,0.75
1267,2,7,1,7,16,0.5
1268,2,4,2,5,14,0.5
1269,1,1,0,3,10,0.7
1270,2,9,2,5,14,0.5
1271,2,1,2,2,8,0.5
1272,1,5,7,10,19,0.1052631578947368
1273,2,7,2,10,18,0.3333333333333333
1274,1,1,0,2,9,0.7777777777777778
1275,1,2,0,2,11,0.8181818181818182
1276,2,2,0,4,9,0.5555555555555556
1277,1,1,0,2,9,0.7777777777777778
1278,2,1,0,4,8,0.5
1279,2,2,1,5,8,0.25
1280,1,2,0,2,11,0.8181818181818182
1281,5,7,2,11,18,0.2777777777777778
1282,1,4,6,4,11,0.0909090909090909
1283,4,2,1,3,10,0.6
1284,0,1,0,1,2,0.5
1285,0,5,8,5,15,0.1333333333333333
1286,1,2,0,3,10,0.7
1287,5,5,2,4,15,0.6
1288,1,5,5,8,16,0.1875
1289,5,10,3,8,18,0.3888888888888889
1290,6,7,1,5,14,0.5714285714285714
1291,1,5,5,12,19,0.1052631578947368
1292,1,10,4,13,23,0.2608695652173913
1293,7,11,2,12,20,0.3
1294,2,5,4,10,18,0.2222222222222222
1295,1,7,5,10,19,0.2105263157894736
1296,3,6,1,5,13,0.5384615384615384
1297,5,4,7,10,19,0.1052631578947368
1298,3,3,1,7,12,0.3333333333333333
1299,3,3,0,3,12,0.75
1300,4,3,2,8,14,0.2857142857142857
1301,1,1,0,3,10,0.7
1302,2,3,0,3,10,0.7
1303,1,1,1,2,7,0.5714285714285714
1304,1,5,9,12,24,0.125
1305,3,6,1,5,12,0.5
1306,2,5,7,12,20,0.05
1307,4,7,2,3,14,0.6428571428571429
1308,2,3,0,3,11,0.7272727272727273
1309,6,6,3,13,23,0.3043478260869565
1310,1,3,0,3,10,0.7
1311,1,3,1,4,10,0.5
1312,0,1,0,1,18,0.9444444444444444
1313,1,8,3,5,12,0.3333333333333333
1314,2,2,2,2,11,0.6363636363636364
1315,5,6,1,5,15,0.6
1316,3,7,4,7,15,0.2666666666666666
1317,1,4,9,13,23,0.0434782608695652
1318,1,6,5,8,22,0.4090909090909091
1319,2,5,2,4,11,0.4545454545454545
1320,1,2,8,6,15,0.0666666666666666
1321,1,3,1,3,10,0.6
1322,1,1,0,3,9,0.6666666666666666
1323,3,7,1,3,13,0.6923076923076923
1324,1,5,1,6,13,0.4615384615384615
1325,3,5,2,6,13,0.3846153846153846
1326,11,3,4,10,22,0.3636363636363636
1327,1,1,0,4,10,0.6
1328,1,1,0,2,11,0.8181818181818182
1329,2,2,1,3,10,0.6
1330,1,1,0,3,9,0.6666666666666666
1331,2,5,2,7,14,0.3571428571428571
1332,3,10,4,7,17,0.3529411764705882
1333,1,4,6,9,16,0.0625
1334,1,4,8,10,20,0.1
1335,1,6,6,4,12,0.1666666666666666
1336,1,0,1,2,11,0.7272727272727273
1337,1,4,1,5,10,0.4
1338,1,6,6,7,17,0.2352941176470588
1339,2,8,2,11,18,0.2777777777777778
1340,2,3,1,2,11,0.7272727272727273
1341,1,6,2,10,16,0.25
1342,1,5,8,5,15,0.1333333333333333
1343,3,2,1,4,11,0.5454545454545454
1344,6,8,2,6,15,0.4666666666666667
1345,2,2,1,2,11,0.7272727272727273
1346,8,6,1,7,16,0.5
1347,1,8,7,11,24,0.25
1348,4,2,2,7,17,0.4705882352941176
1349,1,6,3,6,12,0.25
1350,3,6,3,5,14,0.4285714285714285
1351,1,1,0,3,11,0.7272727272727273
1352,3,4,1,4,12,0.5833333333333334
1353,1,3,2,5,9,0.2222222222222222
1354,2,4,1,5,11,0.4545454545454545
1355,2,2,0,4,10,0.6
1356,2,1,0,3,11,0.7272727272727273
1357,6,4,5,7,18,0.3333333333333333
1358,5,8,4,11,21,0.2857142857142857
1359,4,7,2,4,14,0.5714285714285714
1360,6,4,2,8,15,0.3333333333333333
1361,2,2,1,2,9,0.6666666666666666
1362,3,5,1,6,14,0.5
1363,1,4,2,3,12,0.5833333333333334
1364,4,3,1,4,11,0.5454545454545454
1365,1,2,0,3,12,0.75
1366,0,5,10,5,16,0.0625
1367,2,1,0,3,10,0.7
1368,1,1,0,3,11,0.7272727272727273
1369,1,8,6,6,15,0.2
1370,6,4,4,3,12,0.4166666666666667
1371,3,2,1,4,9,0.4444444444444444
1372,1,1,0,3,10,0.7
1373,2,1,1,2,7,0.5714285714285714
1374,2,2,0,3,8,0.625
1375,2,6,3,12,20,0.25
1376,1,1,0,2,8,0.75
1377,2,2,1,3,10,0.6
1378,1,9,3,9,18,0.3333333333333333
1379,2,6,2,4,13,0.5384615384615384
1380,4,5,1,5,12,0.5
1381,1,9,2,9,16,0.3125
1382,2,4,1,3,11,0.6363636363636364
1383,3,5,2,4,14,0.5714285714285714
1384,6,8,4,8,20,0.4
1385,4,3,0,4,13,0.6923076923076923
1386,4,6,1,5,13,0.5384615384615384
1387,2,7,5,8,17,0.2352941176470588
1388,3,4,2,9,14,0.2142857142857142
1389,4,3,2,2,13,0.6923076923076923
1390,1,7,2,12,18,0.2222222222222222
1391,2,5,3,6,15,0.4
1392,1,1,0,2,9,0.7777777777777778
1393,1,5,10,5,16,0.0625
1394,3,5,0,3,12,0.75
1395,4,4,3,8,15,0.2666666666666666
1396,1,2,1,2,11,0.7272727272727273
1397,1,2,2,5,9,0.2222222222222222
1398,2,2,0,3,9,0.6666666666666666
1399,3,2,0,4,10,0.6
1400,1,1,0,2,8,0.75
1401,1,2,10,10,21,0.0476190476190476
1402,4,4,3,12,23,0.3478260869565217
1403,1,1,0,3,10,0.7
1404,1,1,1,2,11,0.7272727272727273
1405,3,2,0,4,11,0.6363636363636364
1406,1,1,0,2,10,0.8
1407,1,1,0,2,10,0.8
1408,2,2,0,3,10,0.7
1409,1,6,1,6,14,0.5
1410,1,1,0,3,10,0.7
1411,1,1,0,3,9,0.6666666666666666
1412,1,6,5,11,18,0.1111111111111111
1413,2,2,0,3,9,0.6666666666666666
1414,5,6,1,5,13,0.5384615384615384
1415,2,1,1,2,11,0.7272727272727273
1416,4,5,1,5,12,0.5
1417,1,0,1,2,10,0.7
