ID,Year_Birth,ages,Education,PhD,Graduation,2n Cycle,Basic,Master,Marital_Status,single,married,Income,Kidhome,Teenhome,Dt_Customer,months,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Total_Spent,Total_Spent_Per_Month,Childbin,Kidbin,Teenbin,NwpPerVM,NwpPerV,NumPurchases,WebRatio
9204,1970,46,Graduation,0,1,0,0,0,Widow,1,0,66731.0,0,1,12-09-2012,51,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,1029,2186.625,0,0,1,0.026143790849673203,1.3333333333333333,12,0.25
3197,1980,36,Graduation,0,1,0,0,0,Married,0,1,77353.0,0,1,16-12-2013,36,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,670,1005.0,0,0,1,0.041666666666666664,1.5,16,0.25
2920,1975,41,PhD,1,0,0,0,0,Single,1,0,52614.0,0,1,01-12-2012,48,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,990,1980.0,0,0,1,0.005208333333333333,0.25,20,0.4
6961,1974,42,Graduation,0,1,0,0,0,Married,0,1,26751.0,2,0,22-05-2014,31,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,11,14.208333333333334,0,1,0,0.004032258064516129,0.125,10,0.8
4673,1963,53,PhD,1,0,0,0,0,Married,0,1,81300.0,0,1,30-10-2012,50,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,1241,2585.4166666666665,0,0,1,0.04,2.0,13,0.38461538461538464
9937,1979,37,Graduation,0,1,0,0,0,Single,1,0,70337.0,0,0,02-01-2014,35,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,576,840.0,0,0,0,0.05714285714285714,2.0,15,0.06666666666666667
8779,1985,31,2n Cycle,0,0,1,0,0,Married,0,1,36145.0,1,0,16-06-2013,42,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,172,301.0,0,1,0,0.010582010582010581,0.4444444444444444,13,0.6923076923076923
9596,1980,36,PhD,1,0,0,0,0,Single,1,0,65295.0,0,0,23-12-2013,36,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,664,996.0,0,0,0,0.041666666666666664,1.5,18,0.1111111111111111
2891,1963,53,Graduation,0,1,0,0,0,Divorced,1,0,68118.0,0,1,18-10-2013,38,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,928,1469.3333333333333,0,0,1,0.03508771929824561,1.3333333333333333,19,0.3157894736842105
4910,1967,49,Graduation,0,1,0,0,0,Divorced,1,0,68743.0,0,0,30-08-2012,52,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,2074,4493.666666666667,0,0,0,0.03021978021978022,1.5714285714285714,25,0.28
75,1982,34,2n Cycle,0,0,1,0,0,Together,0,1,41039.0,0,0,25-07-2013,41,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,467,797.7916666666666,0,0,0,0.024390243902439025,1.0,14,0.5714285714285714
10120,1955,61,Graduation,0,1,0,0,0,Together,0,1,38946.0,0,1,24-10-2013,38,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,257,406.9166666666667,0,0,1,0.015789473684210527,0.6,12,0.4166666666666667
6327,1967,49,Graduation,0,1,0,0,0,Together,0,1,65777.0,0,0,19-12-2013,36,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,1146,1719.0,0,0,0,0.05555555555555555,2.0,15,0.06666666666666667
10142,1976,40,PhD,1,0,0,0,0,Divorced,1,0,66476.0,0,1,07-03-2013,45,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,689,1291.875,0,0,1,0.027777777777777776,1.25,17,0.23529411764705882
9826,1972,44,PhD,1,0,0,0,0,Single,1,0,86857.0,0,0,12-09-2012,51,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,2114,4492.25,0,0,0,0.049019607843137254,2.5,18,0.1111111111111111
1501,1982,34,PhD,1,0,0,0,0,Married,0,1,160803.0,0,0,04-08-2012,52,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,3,11,0,1717,3720.1666666666665,0,0,0,0.0,0.0,29,0.0
10767,1989,27,PhD,1,0,0,0,0,Together,0,1,77845.0,0,0,16-05-2014,31,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,1346,1738.5833333333333,0,0,0,0.0967741935483871,3.0,18,0.05555555555555555
7279,1969,47,PhD,1,0,0,0,0,Together,0,1,69476.0,0,0,30-09-2013,39,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,1044,1696.5,0,0,0,0.05128205128205128,2.0,12,0.16666666666666666
7230,1960,56,PhD,1,0,0,0,0,Divorced,1,0,50611.0,0,1,04-10-2012,50,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,493,1027.0833333333333,0,0,1,0.013333333333333334,0.6666666666666666,18,0.3333333333333333
143,1970,46,Graduation,0,1,0,0,0,Single,1,0,61209.0,0,0,25-08-2013,40,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,957,1595.0,0,0,0,0.0625,2.5,9,0.2222222222222222
450,1958,58,Master,0,0,0,0,1,Together,0,1,42315.0,0,1,12-07-2013,41,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,270,461.25,0,0,1,0.008130081300813009,0.3333333333333333,11,0.2727272727272727
9316,1952,64,Basic,0,0,0,1,0,Together,0,1,13084.0,0,0,02-11-2013,37,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,29,44.708333333333336,0,0,0,0.0045045045045045045,0.16666666666666666,9,0.6666666666666666
6379,1949,67,Master,0,0,0,0,1,Widow,1,0,47570.0,1,1,29-05-2013,43,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,121,216.79166666666666,1,1,1,0.006644518272425249,0.2857142857142857,11,0.6363636363636364
9239,1961,55,Master,0,0,0,0,1,Married,0,1,61923.0,0,2,26-07-2013,41,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,126,215.25,0,0,1,0.016260162601626018,0.6666666666666666,8,0.375
8315,1995,21,Graduation,0,1,0,0,0,Single,1,0,34824.0,0,0,26-03-2014,33,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,23,31.625,0,0,0,0.005050505050505051,0.16666666666666666,8,0.75
2868,1949,67,PhD,1,0,0,0,0,Single,1,0,26518.0,1,1,08-04-2013,44,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,57,104.5,1,1,1,0.005681818181818182,0.25,11,0.7272727272727273
10888,1961,55,Graduation,0,1,0,0,0,Single,1,0,45938.0,0,0,03-11-2013,37,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,636,980.5,0,0,0,0.036036036036036036,1.3333333333333333,16,0.375
1277,1960,56,Graduation,0,1,0,0,0,Together,0,1,78468.0,0,0,09-04-2014,32,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,1004,1338.6666666666667,0,0,0,0.078125,2.5,21,0.19047619047619047
9977,1973,43,Graduation,0,1,0,0,0,Divorced,1,0,78901.0,0,1,17-09-2013,39,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,734,1192.75,0,0,1,0.057692307692307696,2.25,12,0.3333333333333333
10196,1978,38,Graduation,0,1,0,0,0,Married,0,1,71427.0,2,0,12-03-2014,33,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,614,844.25,0,1,0,0.06060606060606061,2.0,14,0.2857142857142857
6384,1978,38,Graduation,0,1,0,0,0,Divorced,1,0,71022.0,0,1,11-02-2014,34,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,1453,2058.4166666666665,0,0,1,0.01838235294117647,0.625,21,0.38095238095238093
8029,1988,28,Master,0,0,0,0,1,Single,1,0,90247.0,0,0,29-04-2014,32,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,1621,2161.3333333333335,0,0,0,0.09375,3.0,12,0.08333333333333333
968,1968,48,Master,0,0,0,0,1,Divorced,1,0,41335.0,1,0,26-12-2013,36,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,187,280.5,0,1,0,0.015873015873015872,0.5714285714285714,12,0.5833333333333334
6988,1986,30,Graduation,0,1,0,0,0,Married,0,1,71952.0,1,0,10-01-2013,47,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,1443,2825.875,0,1,0,0.0425531914893617,2.0,16,0.25
4472,1970,46,PhD,1,0,0,0,0,Divorced,1,0,35682.0,1,0,27-06-2014,30,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,57,71.25,0,1,0,0.016666666666666666,0.5,6,0.3333333333333333
6991,1951,65,Graduation,0,1,0,0,0,Divorced,1,0,43185.0,0,1,10-04-2013,44,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,637,1167.8333333333333,0,0,1,0.02556818181818182,1.125,17,0.47058823529411764
3336,1948,68,PhD,1,0,0,0,0,Together,0,1,66375.0,0,1,21-11-2013,37,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,948,1461.5,0,0,1,0.007722007722007722,0.2857142857142857,16,0.4375
4301,1971,45,Master,0,0,0,0,1,Married,0,1,35178.0,1,0,10-01-2013,47,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,59,115.54166666666667,0,1,0,0.00303951367781155,0.14285714285714285,10,0.7
1940,1986,30,Graduation,0,1,0,0,0,Married,0,1,25252.0,1,0,12-07-2013,41,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,18,30.75,0,1,0,0.003048780487804878,0.125,10,0.8
1272,1965,51,Master,0,0,0,0,1,Single,1,0,55250.0,0,1,21-10-2012,50,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,903,1881.25,0,0,1,0.028,1.4,20,0.25
1388,1975,41,Graduation,0,1,0,0,0,Single,1,0,33249.0,1,0,20-02-2013,46,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,112,214.66666666666666,0,1,0,0.007246376811594203,0.3333333333333333,10,0.6
1044,1953,63,Graduation,0,1,0,0,0,Together,0,1,58398.0,0,0,14-05-2013,43,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,596,1067.8333333333333,0,0,0,0.029069767441860465,1.25,16,0.25
6969,1982,34,Graduation,0,1,0,0,0,Together,0,1,50272.0,1,0,07-08-2013,40,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,233,388.3333333333333,0,1,0,0.014285714285714285,0.5714285714285714,13,0.5384615384615384
10479,1975,41,PhD,1,0,0,0,0,Married,0,1,76618.0,0,0,07-12-2012,48,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,1511,3022.0,0,0,0,0.0625,3.0,8,0.125
3619,1960,56,2n Cycle,0,0,1,0,0,Divorced,1,0,87305.0,0,0,23-09-2012,51,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,1152,2448.0,0,0,0,0.049019607843137254,2.5,13,0.15384615384615385
1715,1978,38,Graduation,0,1,0,0,0,Together,0,1,25851.0,1,0,11-02-2013,46,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,48,92.0,0,1,0,0.006211180124223602,0.2857142857142857,10,0.7
10159,1970,46,Graduation,0,1,0,0,0,Divorced,1,0,58710.0,0,1,31-03-2013,45,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,1185,2221.875,0,0,1,0.040740740740740744,1.8333333333333333,20,0.3
1463,1958,58,Graduation,0,1,0,0,0,Single,1,0,45160.0,1,1,29-03-2014,33,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,21,28.875,1,1,1,0.004329004329004329,0.14285714285714285,9,0.7777777777777778
5114,1965,51,Master,0,0,0,0,1,Married,0,1,74806.0,0,1,19-12-2012,48,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,965,1930.0,0,0,1,0.026041666666666668,1.25,13,0.3076923076923077
4990,1954,62,Graduation,0,1,0,0,0,Married,0,1,59111.0,0,0,02-05-2013,43,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,869,1556.9583333333333,0,0,0,0.036544850498338874,1.5714285714285714,16,0.4375
4329,1984,32,PhD,1,0,0,0,0,Married,0,1,18988.0,1,0,23-05-2014,31,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,16,20.666666666666668,0,1,0,0.004608294930875576,0.14285714285714285,10,0.7
10936,1965,51,Graduation,0,1,0,0,0,Married,0,1,72190.0,0,0,13-02-2013,46,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,1947,3731.75,0,0,0,0.036231884057971016,1.6666666666666667,13,0.23076923076923078
4692,1976,40,Graduation,0,1,0,0,0,Married,0,1,7500.0,1,0,01-08-2012,52,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,71,153.83333333333334,0,1,0,0.008547008547008548,0.4444444444444444,12,0.75
7212,1966,50,Graduation,0,1,0,0,0,Married,0,1,44794.0,0,1,08-06-2014,30,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,65,81.25,0,0,1,0.011111111111111112,0.3333333333333333,9,0.6666666666666666
6086,1955,61,Graduation,0,1,0,0,0,Married,0,1,80395.0,0,0,23-11-2013,37,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,1380,2127.5,0,0,0,0.08108108108108109,3.0,19,0.10526315789473684
437,1976,40,Master,0,0,0,0,1,Divorced,1,0,75012.0,0,0,25-01-2014,35,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,1027,1497.7083333333333,0,0,0,0.08571428571428572,3.0,20,0.05
11171,1965,51,Master,0,0,0,0,1,Married,0,1,56962.0,2,1,11-10-2013,38,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,411,650.75,1,1,1,0.022556390977443608,0.8571428571428571,15,0.4666666666666667
11101,1991,25,Graduation,0,1,0,0,0,Together,0,1,89891.0,0,0,15-04-2013,44,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0,836,1532.6666666666667,0,0,0,0.0625,2.75,18,0.2222222222222222
5329,1949,67,PhD,1,0,0,0,0,Divorced,1,0,35946.0,1,1,27-09-2013,39,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,11,17.875,1,1,1,0.0,0.0,8,0.625
610,1953,63,PhD,1,0,0,0,0,Together,0,1,53593.0,1,1,07-08-2012,52,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,480,1040.0,1,1,1,0.016826923076923076,0.875,16,0.5
9384,1978,38,Graduation,0,1,0,0,0,Married,0,1,66373.0,1,1,12-06-2013,42,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,606,1060.5,1,1,1,0.031746031746031744,1.3333333333333333,15,0.2
5956,1948,68,PhD,1,0,0,0,0,Divorced,1,0,45072.0,1,2,16-10-2013,38,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0,284,449.6666666666667,1,1,1,0.019736842105263157,0.75,13,0.6153846153846154
10430,1973,43,Graduation,0,1,0,0,0,Divorced,1,0,89694.0,1,1,09-10-2013,38,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0,1472,2330.6666666666665,1,1,1,0.021052631578947368,0.8,12,0.4166666666666667
7875,1949,67,Graduation,0,1,0,0,0,Married,0,1,72025.0,0,0,29-04-2014,32,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,1677,2236.0,0,0,0,0.0625,2.0,23,0.08695652173913043
7072,1973,43,Graduation,0,1,0,0,0,Married,0,1,67432.0,0,1,29-03-2013,45,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0,1335,2503.125,0,0,1,0.044444444444444446,2.0,13,0.3076923076923077
6255,1952,64,Master,0,0,0,0,1,Together,0,1,70545.0,0,1,03-06-2014,30,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0,334,417.5,0,0,1,0.06666666666666667,2.0,10,0.2
6516,1989,27,Basic,0,0,0,1,0,Married,0,1,17487.0,1,0,18-03-2013,45,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0,18,33.75,0,1,0,0.0031746031746031746,0.14285714285714285,9,0.7777777777777778
5564,1969,47,Graduation,0,1,0,0,0,Together,0,1,62882.0,0,1,09-08-2012,52,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,1338,2899.0,0,0,1,0.03365384615384615,1.75,15,0.26666666666666666
5682,1953,63,PhD,1,0,0,0,0,Single,1,0,64108.0,0,1,23-03-2013,45,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0,1099,2060.625,0,0,1,0.02666666666666667,1.2,25,0.2
7458,1956,60,Master,0,0,0,0,1,Together,0,1,34941.0,1,1,06-03-2013,45,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0,97,181.875,1,1,1,0.008333333333333333,0.375,11,0.7272727272727273
5237,1950,66,PhD,1,0,0,0,0,Single,1,0,48767.0,1,2,01-01-2014,35,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,3,11,0,63,91.875,1,1,1,0.011428571428571429,0.4,9,0.5555555555555556
7761,1978,38,2n Cycle,0,0,1,0,0,Together,0,1,38702.0,1,0,01-08-2013,40,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,3,11,0,109,181.66666666666666,0,1,0,0.0125,0.5,10,0.6
5278,1964,52,Graduation,0,1,0,0,0,Married,0,1,82224.0,0,0,25-01-2014,35,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,3,11,0,902,1315.4166666666667,0,0,0,0.05714285714285714,2.0,17,0.17647058823529413
3560,1952,64,Graduation,0,1,0,0,0,Together,0,1,83844.0,0,0,12-05-2013,43,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,1574,2820.0833333333335,0,0,0,0.09302325581395349,4.0,16,0.0625
7235,1975,41,2n Cycle,0,0,1,0,0,Married,0,1,17003.0,1,0,09-12-2013,36,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,3,11,0,38,57.0,0,1,0,0.011111111111111112,0.4,9,0.5555555555555556
10548,1995,21,Graduation,0,1,0,0,0,Single,1,0,71163.0,0,0,09-03-2014,33,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,3,11,0,960,1320.0,0,0,0,0.09090909090909091,3.0,21,0.047619047619047616
2281,1970,46,Graduation,0,1,0,0,0,Single,1,0,33697.0,1,0,15-09-2013,39,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,3,11,0,28,45.5,0,1,0,0.003663003663003663,0.14285714285714285,9,0.7777777777777778
4073,1954,62,2n Cycle,0,0,1,0,0,Married,0,1,63564.0,0,0,29-01-2014,35,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,3,11,1,1215,1771.875,0,0,0,0.047619047619047616,1.6666666666666667,23,0.2608695652173913
6974,1972,44,PhD,1,0,0,0,0,Together,0,1,83443.0,0,0,31-12-2013,36,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,3,11,0,1497,2245.5,0,0,0,0.08333333333333333,3.0,17,0.11764705882352941
7938,1958,58,PhD,1,0,0,0,0,Together,0,1,51518.0,0,1,03-10-2013,38,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,3,11,0,449,710.9166666666666,0,0,1,0.02631578947368421,1.0,15,0.2
7094,1975,41,Graduation,0,1,0,0,0,Widow,1,0,58330.0,0,1,25-12-2013,36,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,1064,1596.0,0,0,1,0.041666666666666664,1.5,21,0.19047619047619047
3667,1969,47,Graduation,0,1,0,0,0,Married,0,1,80952.0,0,0,28-02-2013,46,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,3,11,1,1757,3367.5833333333335,0,0,0,0.021739130434782608,1.0,24,0.3333333333333333
7723,1979,37,Graduation,0,1,0,0,0,Together,0,1,75507.0,0,0,02-05-2014,31,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0,1440,1860.0,0,0,0,0.08602150537634409,2.6666666666666665,15,0.2
3870,1978,38,2n Cycle,0,0,1,0,0,Together,0,1,63855.0,0,0,09-02-2013,46,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,3,11,0,1006,1928.1666666666667,0,0,0,0.03804347826086957,1.75,20,0.2
4012,1972,44,PhD,1,0,0,0,0,Together,0,1,62220.0,0,1,11-08-2012,52,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,3,11,1,1226,2656.3333333333335,0,0,1,0.022435897435897436,1.1666666666666667,17,0.35294117647058826
5909,1964,52,Graduation,0,1,0,0,0,Married,0,1,58512.0,0,1,19-09-2013,39,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,3,11,0,1171,1902.875,0,0,1,0.009615384615384616,0.375,20,0.4
10470,1979,37,Master,0,0,0,0,1,Married,0,1,40662.0,1,0,15-03-2013,45,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,3,11,0,92,172.5,0,1,0,0.011111111111111112,0.5,8,0.5
6488,1959,57,PhD,1,0,0,0,0,Married,0,1,38829.0,0,1,06-04-2014,32,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,3,11,0,99,132.0,0,0,1,0.01875,0.6,9,0.5555555555555556
10270,1981,35,2n Cycle,0,0,1,0,0,Married,0,1,35523.0,1,0,03-10-2013,38,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,3,11,0,66,104.5,0,1,0,0.011278195488721804,0.42857142857142855,10,0.7
6887,1967,49,Graduation,0,1,0,0,0,Single,1,0,79146.0,1,1,24-04-2014,32,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,564,752.0,1,1,1,0.041666666666666664,1.3333333333333333,15,0.4
6406,1988,28,Master,0,0,0,0,1,Married,0,1,78285.0,0,0,28-10-2013,38,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,3,11,0,1427,2259.4166666666665,0,0,0,0.05263157894736842,2.0,17,0.17647058823529413
7573,1978,38,PhD,1,0,0,0,0,Single,1,0,31626.0,1,0,10-05-2013,43,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,3,11,1,86,154.08333333333334,0,1,0,0.006644518272425249,0.2857142857142857,10,0.7
4508,1952,64,Graduation,0,1,0,0,0,Single,1,0,75127.0,0,0,22-05-2014,31,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,3,11,0,833,1075.9583333333333,0,0,0,0.06451612903225806,2.0,17,0.058823529411764705
221,1955,61,Graduation,0,1,0,0,0,Married,0,1,48726.0,0,1,27-04-2013,44,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,3,11,0,242,443.6666666666667,0,0,1,0.011363636363636364,0.5,12,0.5
5331,1977,39,Graduation,0,1,0,0,0,Married,0,1,74985.0,0,0,11-09-2012,51,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,3,11,0,1869,3971.625,0,0,0,0.029411764705882353,1.5,15,0.13333333333333333
1911,1987,29,Graduation,0,1,0,0,0,Together,0,1,67430.0,0,0,05-09-2012,51,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,3,11,0,1364,2898.5,0,0,0,0.03594771241830065,1.8333333333333333,23,0.2608695652173913
20,1965,51,2n Cycle,0,0,1,0,0,Married,0,1,46891.0,0,1,01-09-2013,39,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,183,297.375,0,0,1,0.01282051282051282,0.5,9,0.4444444444444444
8786,1956,60,Master,0,0,0,0,1,Married,0,1,62058.0,0,1,26-05-2013,43,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,3,11,0,450,806.25,0,0,1,0.023255813953488372,1.0,14,0.42857142857142855
10582,1979,37,Graduation,0,1,0,0,0,Married,0,1,72063.0,0,1,03-07-2013,41,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,3,11,0,758,1294.9166666666667,0,0,1,0.06097560975609756,2.5,16,0.125
1915,1951,65,PhD,1,0,0,0,0,Married,0,1,78939.0,0,0,12-12-2013,36,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,3,11,0,1507,2260.5,0,0,0,0.07407407407407407,2.6666666666666665,14,0.21428571428571427
8897,1965,51,Graduation,0,1,0,0,0,Single,1,0,42720.0,1,1,24-04-2013,44,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,3,11,1,654,1199.0,1,1,1,0.019886363636363636,0.875,18,0.4444444444444444
2371,1972,44,Graduation,0,1,0,0,0,Married,0,1,33622.0,1,1,13-04-2013,44,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,3,11,0,81,148.5,1,1,1,0.006493506493506494,0.2857142857142857,11,0.6363636363636364
4303,1957,59,PhD,1,0,0,0,0,Together,0,1,6835.0,0,1,08-12-2012,48,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,3,11,0,137,274.0,0,0,1,0.0,0.0,21,0.9523809523809523
6825,1953,63,Graduation,0,1,0,0,0,Together,0,1,41452.0,1,1,06-03-2013,45,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,16,30.0,1,1,1,0.0031746031746031746,0.14285714285714285,9,0.7777777777777778
1072,1965,51,PhD,1,0,0,0,0,Single,1,0,40760.0,0,1,30-08-2013,40,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,3,11,0,93,155.0,0,0,1,0.008333333333333333,0.3333333333333333,10,0.6
4964,1958,58,PhD,1,0,0,0,0,Together,0,1,74250.0,0,0,26-01-2014,35,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,3,11,0,1158,1688.75,0,0,0,0.05714285714285714,2.0,16,0.0625
2461,1955,61,Master,0,0,0,0,1,Single,1,0,51124.0,1,1,18-12-2013,36,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,3,11,0,43,64.5,1,1,1,0.009259259259259259,0.3333333333333333,6,0.5
